Comune;Provincia;Regione;Nome;Anno inserimento;Data e ora inserimento;Identificatore in OpenStreetMap;Longitudine;Latitudine
TRAREGO VIGGIONA;VERBANIA;Piemonte;;2013;2013-01-07T19:43:18Z;2100391863;8.6972825;46.0316943999999
TRAREGO VIGGIONA;VERBANIA;Piemonte;;2013;2013-01-07T19:47:24Z;2100395558;8.6996187;46.0322046
TRAREGO VIGGIONA;VERBANIA;Piemonte;;2013;2013-01-07T19:47:24Z;2100395571;8.6982722;46.0315397999999
TRAREGO VIGGIONA;VERBANIA;Piemonte;;2013;2013-01-07T19:47:25Z;2100395587;8.6980684;46.0323609
TRAREGO VIGGIONA;VERBANIA;Piemonte;;2013;2013-01-07T19:47:25Z;2100395598;8.6997474;46.0318060999999
TRAREGO VIGGIONA;VERBANIA;Piemonte;;2013;2013-01-07T19:53:15Z;2100402919;8.6935593;46.0297910999999
BUDONI;OLBIA-TEMPIO;Sardegna;;2012;2012-09-13T14:57:50Z;1726645225;9.7120856;40.7089158
GOLFO ARANCI;OLBIA-TEMPIO;Sardegna;;2014;2014-03-24T09:01:29Z;2739056193;9.5790249;40.9756888
GOLFO ARANCI;OLBIA-TEMPIO;Sardegna;;2014;2014-03-24T09:05:01Z;2739057508;9.5772118;40.9758264999999
PALAU;OLBIA-TEMPIO;Sardegna;;2011;2011-09-17T20:21:04Z;1435824820;9.41768839999999;41.1687286
TEMPIO PAUSANIA;OLBIA-TEMPIO;Sardegna;;2013;2013-03-01T16:47:38Z;2180062813;9.09536029999999;40.9119581
CARBONIA;CARBONIA IGLESIAS;Sardegna;Piscina Comunale;2012;2012-03-27T20:14:04Z;1693743770;8.5177481;39.1665053999999
VAREDO;MONZA-BRIANZA;Lombardia;Piscina Lido Azzurro;2012;2012-12-13T00:27:20Z;1826474158;9.1630574;45.5949424
